kind,ok,status,dur_s,tokens,bytes,error
stream,0,,0.0973,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0935,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0989,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0978,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0905,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0999,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0974,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0935,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0958,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1042,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0959,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.3400,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0953,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0935,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1056,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0965,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1021,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1135,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1031,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0904,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1085,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0972,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0900,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0987,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1025,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1001,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1029,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0938,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0957,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0885,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1026,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1135,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1164,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0943,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1049,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.1078,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1202,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0993,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1303,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1166,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1070,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1115,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0938,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0908,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0992,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1148,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0884,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0976,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0937,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0939,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0874,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0965,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0988,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1001,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0910,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1015,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1103,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1025,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1292,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0911,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0946,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1036,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0907,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0900,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0929,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0926,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0914,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0893,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0876,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0916,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0889,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1043,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0909,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0967,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1345,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0935,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.3660,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0963,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0955,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0994,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1253,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1188,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0893,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0887,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0959,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0919,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0878,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1089,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0974,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1044,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1411,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.2295,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1020,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0880,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0909,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0973,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0915,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0923,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0913,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1044,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0895,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1005,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1102,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0913,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1031,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0910,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0936,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0958,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0917,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1101,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1001,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.1048,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0877,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0914,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0918,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0930,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0918,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1186,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
health,0,,0.0959,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0910,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1021,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0995,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1021,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0898,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.0925,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0972,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1028,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
summary,0,,0.0953,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.1144,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1118,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
stream,0,,0.0996,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
chat,0,,0.1000,0,0,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '%3Cpod%3E-8000.proxy.runpod.net'. (_ssl.c:1028)"
